Ticket_ID,Subject,Description,Category,Priority,Timestamp
292,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,Low,2025-09-02 22:44:07.454948
293,2FA Issue,Two-factor authentication not working.,Account Management,Medium,2025-06-05 06:16:07.454948
294,Login Error,App crashes when I click on Save.,Bug Report,High,2025-07-26 10:25:07.454948
295,API Error,Integration with Salesforce is failing.,Technical Issue,High,2025-05-10 10:35:07.454948
296,Password Reset,My account is locked without reason.,Account Management,Critical,2025-08-14 15:41:07.454948
297,Slow Performance,Server response time is too slow for file upload.,Technical Issue,Medium,2025-05-22 05:03:07.454948
298,Double Charge,Refund request for unused service period.,Billing Inquiry,High,2025-08-21 14:50:07.454948
299,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-08-09 10:59:07.454948
300,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,Low,2025-06-29 23:20:07.454948
301,UX Improvement,It would be great if we could sync data.,Feature Request,Critical,2025-09-03 05:09:07.454948
302,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-04-22 05:18:07.454948
303,2FA Issue,Two-factor authentication not working.,Account Management,Medium,2025-04-25 00:27:07.454948
304,Double Charge,Refund request for unused service period.,Billing Inquiry,Medium,2025-05-01 05:16:07.454948
305,Feature Broken,The export is not working after the latest update.,Bug Report,Critical,2025-04-19 02:38:07.454948
306,Password Reset,My account is locked without reason.,Account Management,Low,2025-09-20 13:27:07.454948
307,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,Critical,2025-05-01 21:00:07.454948
308,Feature Broken,The screen goes blank when I open billing.,Bug Report,High,2025-06-23 15:53:07.454948
309,2FA Issue,My account is locked without reason.,Account Management,Medium,2025-05-01 10:39:07.454948
310,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Critical,2025-05-08 05:54:07.454948
311,Slow Performance,SSL certificate error on your domain.,Technical Issue,Medium,2025-08-25 03:11:07.454948
312,Connection Failed,Server response time is too slow for search query.,Technical Issue,Medium,2025-05-15 13:35:07.454948
313,Slow Performance,API returns 500 error when calling /api/users.,Technical Issue,High,2025-06-24 16:53:07.454948
314,Password Reset,Two-factor authentication not working.,Account Management,Critical,2025-07-20 19:20:07.454948
315,Feature Broken,Error message '500' appears when I try to reset password.,Bug Report,Critical,2025-09-23 05:34:07.454948
316,Refund Request,Refund request for unused service period.,Billing Inquiry,High,2025-06-26 12:04:07.454948
317,Login Error,The screen goes blank when I open dashboard.,Bug Report,Critical,2025-09-21 19:25:07.454948
318,New Feature Suggestion,It would be great if we could reset password.,Feature Request,Critical,2025-07-01 00:17:07.454948
319,Feature Broken,App crashes when I click on Delete.,Bug Report,Low,2025-08-07 21:59:07.454948
320,Invoice Question,Refund request for unused service period.,Billing Inquiry,High,2025-08-21 06:21:07.454948
321,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,Critical,2025-07-03 20:14:07.454948
322,Login Error,Error message 'Connection lost' appears when I try to upload file.,Bug Report,High,2025-08-17 06:29:07.454948
323,Login Error,The dark mode is not working after the latest update.,Bug Report,Critical,2025-04-10 09:25:07.454948
324,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-09-17 12:12:07.454948
325,Feature Broken,The notifications is not working after the latest update.,Bug Report,Medium,2025-06-29 06:26:07.454948
326,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,Critical,2025-09-26 19:09:07.454948
327,2FA Issue,I can't reset my password.,Account Management,Medium,2025-09-15 18:39:07.454948
328,Login Error,The screen goes blank when I open profile.,Bug Report,Critical,2025-06-22 05:27:07.454948
329,Account Locked,Email not updating in profile settings.,Account Management,Critical,2025-08-29 18:00:07.454948
330,UX Improvement,Please consider adding dark mode support.,Feature Request,Critical,2025-04-06 03:52:07.454948
331,Account Locked,My account is locked without reason.,Account Management,High,2025-05-11 23:04:07.454948
332,Password Reset,How do I delete my account permanently?,Account Management,Low,2025-09-22 21:16:07.454948
333,Connection Failed,Integration with Zapier is failing.,Technical Issue,Critical,2025-08-12 14:32:07.454948
334,UX Improvement,Add export to PDF functionality.,Feature Request,Low,2025-04-24 13:18:07.454948
335,API Error,I can't connect to the API gateway despite correct settings.,Technical Issue,Medium,2025-07-18 13:23:07.454948
336,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-07-25 06:03:07.454948
337,Password Reset,My account is locked without reason.,Account Management,Critical,2025-04-24 12:59:07.454948
338,Account Locked,Email not updating in profile settings.,Account Management,Low,2025-09-23 03:53:07.454948
339,Invoice Question,Refund request for unused service period.,Billing Inquiry,Critical,2025-04-06 22:34:07.454948
340,Login Error,The export is not working after the latest update.,Bug Report,Critical,2025-08-16 07:42:07.454948
341,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-09-01 16:25:07.454948
342,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-05-07 13:28:07.454948
343,UX Improvement,Can you add export to the dashboard?,Feature Request,Medium,2025-07-17 00:39:07.454948
344,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-05-13 14:25:07.454948
345,Double Charge,Refund request for unused service period.,Billing Inquiry,Medium,2025-09-14 15:31:07.454948
346,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-07-04 01:10:07.454948
347,Account Locked,How do I delete my account permanently?,Account Management,High,2025-06-12 19:33:07.454948
348,Password Reset,Two-factor authentication not working.,Account Management,Critical,2025-07-09 19:24:07.454948
349,Account Locked,My account is locked without reason.,Account Management,Low,2025-07-14 00:10:07.454948
350,2FA Issue,How do I delete my account permanently?,Account Management,Medium,2025-09-08 08:00:07.454948
351,2FA Issue,How do I delete my account permanently?,Account Management,High,2025-09-16 21:34:07.454948
352,Connection Failed,I can't connect to the cloud storage despite correct settings.,Technical Issue,Medium,2025-09-25 19:15:07.454948
353,Feature Broken,The export is not working after the latest update.,Bug Report,High,2025-08-23 02:28:07.454948
354,Feature Broken,Error message '404' appears when I try to reset password.,Bug Report,High,2025-05-12 11:40:07.454948
355,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,Medium,2025-05-09 19:28:07.454948
356,2FA Issue,My account is locked without reason.,Account Management,Medium,2025-07-15 21:06:07.454948
357,Password Reset,Two-factor authentication not working.,Account Management,High,2025-04-10 14:37:07.454948
358,UX Improvement,Please consider adding dark mode support.,Feature Request,Low,2025-06-29 09:08:07.454948
359,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-04-02 17:49:07.454948
360,Connection Failed,Integration with Google Workspace is failing.,Technical Issue,High,2025-06-29 20:43:07.454948
361,2FA Issue,I can't reset my password.,Account Management,Medium,2025-07-22 23:57:07.454948
362,Double Charge,Refund request for unused service period.,Billing Inquiry,Critical,2025-06-02 18:24:07.454948
363,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,High,2025-08-01 05:51:07.454948
364,New Feature Suggestion,Can you add search to the dashboard?,Feature Request,Medium,2025-09-17 15:28:07.454948
365,UX Improvement,Can you add search to the dashboard?,Feature Request,High,2025-04-27 09:06:07.454948
366,Account Locked,How do I delete my account permanently?,Account Management,High,2025-05-29 01:33:07.454948
367,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-05-23 20:08:07.454948
368,New Feature Suggestion,It would be great if we could sync data.,Feature Request,Low,2025-04-30 22:11:07.454948
369,Password Reset,My account is locked without reason.,Account Management,High,2025-09-20 06:35:07.454948
370,API Error,I can't connect to the cloud storage despite correct settings.,Technical Issue,High,2025-07-15 19:53:07.454948
371,API Error,API returns 500 error when calling /api/users.,Technical Issue,Medium,2025-08-22 01:50:07.454948
372,App Crash,Error message 'Timeout' appears when I try to log in.,Bug Report,Critical,2025-05-21 17:05:07.454948
373,Connection Failed,API returns 500 error when calling /api/logs.,Technical Issue,Medium,2025-06-06 16:52:07.454948
374,UX Improvement,Can you add dark mode to the dashboard?,Feature Request,Medium,2025-04-02 15:57:07.454948
375,2FA Issue,My account is locked without reason.,Account Management,Low,2025-09-22 00:14:07.454948
376,UX Improvement,Can you add dark mode to the dashboard?,Feature Request,Medium,2025-06-10 18:05:07.454948
377,Account Locked,My account is locked without reason.,Account Management,High,2025-08-27 17:52:07.454948
378,2FA Issue,Two-factor authentication not working.,Account Management,Critical,2025-07-01 22:53:07.454948
379,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-08-17 21:06:07.454948
380,Slow Performance,I can't connect to the database despite correct settings.,Technical Issue,High,2025-04-15 09:15:07.454948
381,Connection Failed,Integration with Zapier is failing.,Technical Issue,High,2025-06-10 10:04:07.454948
382,UX Improvement,I suggest improving the user management for better usability.,Feature Request,Medium,2025-09-02 18:58:07.454948
383,Account Locked,How do I delete my account permanently?,Account Management,Critical,2025-06-28 23:17:07.454948
384,API Error,API returns 500 error when calling /api/payments.,Technical Issue,Medium,2025-08-19 08:25:07.454948
385,UX Improvement,Add export to PDF functionality.,Feature Request,Critical,2025-04-10 19:33:07.454948
386,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,High,2025-07-11 16:40:07.454948
387,Password Reset,My account is locked without reason.,Account Management,High,2025-08-19 20:41:07.454948
388,API Error,SSL certificate error on your domain.,Technical Issue,Medium,2025-06-13 06:19:07.454948
389,2FA Issue,I can't reset my password.,Account Management,High,2025-07-26 00:19:07.454948
390,Invoice Question,Refund request for unused service period.,Billing Inquiry,Low,2025-06-24 22:11:07.454948
391,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Medium,2025-09-22 03:29:07.454948
392,Account Locked,My account is locked without reason.,Account Management,High,2025-05-15 03:17:07.454948
393,2FA Issue,My account is locked without reason.,Account Management,High,2025-09-21 01:36:07.454948
394,App Crash,Error message 'Timeout' appears when I try to log in.,Bug Report,Low,2025-09-03 10:48:07.454948
395,API Error,Server response time is too slow for search query.,Technical Issue,Critical,2025-06-16 09:02:07.454948
396,Feature Broken,The screen goes blank when I open billing.,Bug Report,High,2025-05-17 20:55:07.454948
397,UX Improvement,It would be great if we could upload file.,Feature Request,Medium,2025-09-14 04:50:07.454948
398,App Crash,Error message 'Connection lost' appears when I try to upload file.,Bug Report,Medium,2025-07-09 09:10:07.454948
399,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,High,2025-09-16 01:23:07.454948
400,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-07-25 13:31:07.454948
401,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-08-08 10:48:07.454948
402,Double Charge,I was charged twice for my subscription.,Billing Inquiry,Critical,2025-08-22 03:32:07.454948
403,Account Locked,Email not updating in profile settings.,Account Management,Critical,2025-08-18 03:06:07.454948
404,Feature Broken,Login fails even with correct credentials.,Bug Report,Critical,2025-04-29 02:54:07.454948
405,Account Locked,My account is locked without reason.,Account Management,Medium,2025-06-03 00:27:07.454948
406,Feature Broken,The export is not working after the latest update.,Bug Report,Medium,2025-06-18 11:51:07.454948
407,Password Reset,How do I delete my account permanently?,Account Management,Critical,2025-08-31 10:53:07.454948
408,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,Critical,2025-06-12 09:17:07.454948
409,Connection Failed,API returns 500 error when calling /api/users.,Technical Issue,High,2025-07-06 08:46:07.454948
